en_curid,name,numlangs,birthcity,birthstate,countryCode,countryCode3,LAT,LON,continentName,birthyear,gender,occupation,industry,domain,TotalPageViews,L_star,StdDevPageViews,PageViewsEnglish,PageViewsNonEnglish,AverageViews,HPI,country,birth,industry_,gender_,occupation_,domain_,lat_,lon_,birthyear_,hpi_,x,y,continent
40606,Sviatoslav I of Kiev,43,Kiev,,UA,UKR,50.45,30.523333,Europe,942,Male,Politician,Government,Institutions,1482355,4.630230804,10745.59713,240179,1242176,34473.37209,25.00877855,Ukraine,"Kiev, Ukraine (942)",10,1,66,4,0.8647350784999199,0.582426984098736,0.8069028156221616,0.6841409706641041,0.5042847,0.7552611,Europe
40676,Luc Besson,46,Paris,,FR,FRA,48.8567,2.3508,Europe,1959,Male,Film Director,Film And Theatre,Arts,6795708,7.872125036,27788.34848,2232545,4563163,147732.7826,23.03998907,France,"Paris, France (1959)",8,1,36,0,0.8537523570923955,0.5026674408129675,0.9916439600363304,0.5951132738148994,0.67032313,0.8422556999999999,Europe
41531,Stanisław Marcin Ulam,35,Lviv,,UA,UKR,49.85,24.016667,Europe,1909,Male,Mathematician,Math,Science & Technology,630444,6.181173717999999,2561.062757,282652,347792,18012.685709999998,22.71577188,Ukraine,"Lviv, Ukraine (1909)",16,1,52,6,0.8605992391447987,0.5640058961378828,0.9825613079019072,0.5804523311403067,0.8612639999999999,0.55237406,Europe
41536,Duke Ellington,55,"Washington, D.C.",,US,USA,38.0,-97.0,North America,1899,Male,Musician,Music,Arts,5777484,5.06563199,21327.01277,3695097,2082387,105045.1636,24.92036547,United States,"Washington, D.C., United States (1899)",20,1,56,0,0.7789164118811553,0.22139438549076,0.9807447774750226,0.6801429744518608,0.32123163,0.28993022,North America
41562,Ingrid Bergman,70,Stockholm,,SE,SWE,59.329444,18.068611,Europe,1915,Female,Actor,Film And Theatre,Arts,9141349,7.235193317999999,34128.076369999995,4771097,4370252,130590.7,26.1389152,Sweden,"Stockholm, Sweden (1915)",8,0,0,0,0.9259416684112444,0.547166294601231,0.983651226158038,0.7352451969394169,0.7641145,0.39453623,Europe
41887,Felix Klein,39,Düsseldorf,,DE,DEU,51.233333,6.783333,Europe,1849,Male,Mathematician,Math,Science & Technology,592158,10.87353636,1558.017426,224677,367481,15183.53846,24.20678976,Germany,"Düsseldorf, Germany (1849)",16,1,52,6,0.8701346442491951,0.5152164298470419,0.9716621253405996,0.6478754300372918,0.8604982,0.5391031999999999,Europe
41896,Helmut Kohl,65,Ludwigshafen,,DE,DEU,49.481111,8.435278,Europe,1930,Male,Politician,Government,Institutions,5734221,6.867399482000001,26048.91977,1231986,4502235,88218.78462,25.72634175,Germany,"Ludwigshafen, Germany (1930)",10,1,66,4,0.8580564630716798,0.5198932680544266,0.9863760217983649,0.7165888274251759,0.45099714,0.65308124,Europe
41901,Helmut Schmidt,60,Hamburg,,DE,DEU,53.565278,10.001389,Europe,1918,Male,Politician,Government,Institutions,5019972,4.206083825,33948.12705,720729,4299243,83666.2,24.80943372,Germany,"Hamburg, Germany (1918)",10,1,66,4,0.8862088940908253,0.5243271007557608,0.9841961852861034,0.6751266950018346,0.43842804,0.6194474,Europe
41902,Ludwig Erhard,52,Fürth,,DE,DEU,49.466667,11.0,Europe,1897,Male,Businessperson,Business,Business & Law,2086223,5.867522571,5975.145944,333415,1752808,40119.67308,25.10523223,Germany,"Fürth, Germany (1897)",1,1,13,1,0.857956899632271,0.5271542784639259,0.9803814713896456,0.6885025588736418,0.8694629,0.7781749,Europe
428893,Mike Portnoy,31,Long Island,NY,US,USA,40.58605,-73.66775,North America,1967,Male,Musician,Music,Arts,4879127,5.627073782,32889.68972,2730378,2148749,157391.1935,19.79807892,United States,"Long Island, United States (1967)",20,1,56,0,0.7967422241550073,0.28745055459097435,0.9930971843778382,0.4485156832758847,0.31675684,0.31800997,North America
41973,Wilhelm Grimm,31,Hanau,,DE,DEU,50.133333,8.916667,Europe,1786,Male,Writer,Language,Humanities,737516,9.482921894,5325.52227,218346,519170,23790.83871,23.41085147,Germany,"Hanau, Germany (1786)",14,1,87,3,0.8625522720981396,0.5212561333240421,0.960217983651226,0.611883490059639,0.30856857,0.5382467,Europe
41980,Bernhard Riemann,71,Jameln,,DE,DEU,53.042222,11.078611,Europe,1826,Male,Mathematician,Math,Science & Technology,2164863,12.70244849,5928.30279,782564,1382299,30491.02817,26.34088876,Germany,"Jameln, Germany (1826)",16,1,52,6,0.8826034347746048,0.5273768348615788,0.9674841053587648,0.744378342485905,0.85802776,0.54365504,Europe
41987,Bonnie Tyler,29,Skewen,,GB,GBR,51.6609,-3.8399,Europe,1951,Female,Singer,Music,Arts,5913150,7.418607323,68947.60004,2804872,3108278,203901.7241,22.33002867,United Kingdom,"Skewen, United Kingdom (1951)",20,0,76,0,0.8730818916251136,0.4851408873923289,0.9901907356948229,0.5630092119493615,0.65519154,0.47308999999999996,Europe
42001,Anton van Leeuwenhoek,68,Delft,,NL,NLD,52.016667,4.366667,Europe,1632,Male,Biologist,Natural Sciences,Science & Technology,4806421,6.466911463,34829.53291,1632787,3173634,70682.66176,25.99399401,Netherlands,"Delft, Netherlands (1632)",21,1,11,6,0.8755342168915359,0.5083745822774873,0.9322434150772024,0.7286919316454832,0.13566354,0.5774902,Europe
42009,Amedeo Avogadro,68,Turin,,IT,ITA,45.066667,7.7,Europe,1776,Male,Chemist,Natural Sciences,Science & Technology,2437819,8.650505772999999,11616.43636,764638,1673181,35850.27941,25.72150621,Italy,"Turin, Italy (1776)",21,1,16,6,0.8276274110280489,0.5178116150675236,0.9584014532243414,0.7163701666726703,0.57134867,0.5822815,Europe
42029,George III of the United Kingdom,57,London,,GB,GBR,51.507222,-0.133889,Europe,1738,Male,Politician,Government,Institutions,9546166,2.935118652,40938.15107,7490619,2055547,167476.5965,24.88266195,United Kingdom,"London, United Kingdom (1738)",10,1,66,4,0.8720225790910865,0.4956330126397119,0.9514986376021798,0.6784380397278555,0.49863988,0.6615188,Europe
42031,Carl Jung,72,Kesswil,,CH,CHE,47.583333,9.316667,Europe,1875,Male,Psychologist,Social Sciences,Science & Technology,16188973,8.332359054,57956.661620000006,7656686,8532287,224846.8472,27.26616693,Switzerland,"Kesswil, Switzerland (1875)",25,1,70,6,0.8449749548388746,0.5223885773720908,0.9763851044504994,0.786218968544079,0.22990477,0.37121508,Europe
42068,Freddie Mercury,75,Stone Town,,TZ,TZA,-6.164944,39.198789,Africa,1946,Male,Musician,Music,Arts,56680942,9.537032834,700057.3148,23306094,33374848,755745.8933,26.6178218,Tanzania,"Stone Town, Tanzania (1946)",20,1,56,0,0.4744845560279505,0.6069881553770082,0.9892824704813804,0.7569011190362189,0.2502788,0.29406422,Africa
42069,Brian May,46,London,,GB,GBR,51.422,-0.3667,Europe,1947,Male,Musician,Music,Arts,8514100,6.781782484,38392.06649,4400124,4113976,185089.1304,24.54851231,United Kingdom,"London, United Kingdom (1947)",20,1,56,0,0.8714351382552161,0.4949738990615362,0.9894641235240691,0.6633279565247541,0.20897338,0.28502655,Europe
42083,Clark Gable,58,Cadiz,OH,US,USA,40.270833,-80.99583299999998,North America,1901,Male,Actor,Film And Theatre,Arts,10561451,4.790329202,44136.2177,6867648,3693803,182093.9828,25.35390584,United States,"Cadiz, United States (1901)",8,1,0,0,0.7945694126983353,0.26670394464858105,0.9811080835603996,0.6997474578282408,0.5013232,0.38728282,North America
24231931,Chris Colfer,29,Fresno,CA,US,USA,36.825278,-119.703056,North America,1990,Male,Actor,Film And Theatre,Arts,11372625,3.868708796,131599.1589,7521732,3850893,392159.4828,15.61406521,United States,"Fresno, United States (1990)",8,1,0,0,0.7708189760829444,0.15711953389146555,0.997275204359673,0.2593166307764799,0.52103853,0.31106725,North America
42091,John Dillinger,32,Indianapolis,IN,US,USA,39.791,-86.148,North America,1903,Male,Mafioso,Outlaws,Public Figure,16697515,3.792000415,270908.695,11619116,5078399,521797.3438,23.47438329,United States,"Indianapolis, United States (1903)",22,1,49,5,0.791261892356192,0.2521175925143229,0.9814713896457764,0.614756367870444,0.37380445,0.40697482,North America
172395,Larry Ellison,29,New York,NY,US,USA,40.717222,-73.989722,North America,1944,Male,Businessperson,Business,Business & Law,6003930,3.488726629,41156.40005,4370497,1633433,207032.069,22.54055619,United States,"New York, United States (1944)",1,1,13,1,0.7976464013548239,0.2865390164033784,0.9889191643960036,0.5725291633811291,0.8893466,0.78119576,North America
8083,Dr. Dre,51,Los Angeles,CA,US,USA,33.896667,-118.225,North America,1965,Male,Singer,Music,Arts,29293088,4.391400203,165468.154,19785744,9507344,574374.2745,22.02833497,United States,"Los Angeles, United States (1965)",20,1,76,0,0.7506318683668763,0.16130407319117246,0.9927338782924612,0.5493667704705931,0.41330698,0.30443013,North America
42115,Paul Reuter,27,Kassel,,DE,DEU,51.316667,9.5,Europe,1816,Male,Businessperson,Business,Business & Law,285653,9.522181077,1653.7865359999996,119234,166419,10579.74074,22.25779483,Germany,"Kassel, Germany (1816)",1,1,13,1,0.8707090709772278,0.5229076132837429,0.9656675749318799,0.5597428330525311,0.86906236,0.7787473,Europe
42120,Haile Selassie I of Ethiopia,73,Ejersa Goro,,ET,ETH,9.483333,42.233333,Africa,1892,Male,Politician,Government,Institutions,8157295,8.20381433,90715.0305,3699277,4458018,111743.7671,25.38698382,Ethiopia,"Ejersa Goro, Ethiopia (1892)",10,1,66,4,0.5823491557886797,0.6155792836053635,0.9794732061762036,0.7012432278969758,0.26024905,0.7702449,Africa
42127,Christiaan Huygens,76,The Hague,,NL,NLD,52.083333,4.316667,Europe,1629,Male,Physicist,Natural Sciences,Science & Technology,2898636,12.68427401,10482.56752,926566,1972070,38139.94737,27.00378766,Netherlands,"The Hague, Netherlands (1629)",21,1,62,6,0.8759937500022834,0.5082330267714812,0.931698455949137,0.7743543063512093,0.54158956,0.5219574,Europe
42146,Victor Hugo,123,Besançon,,FR,FRA,47.2431,6.0219,Europe,1802,Male,Writer,Language,Humanities,25659755,9.532179051,146087.2676,5061320,20598435,208615.8943,28.65994176,France,"Besançon, France (1802)",14,1,87,3,0.8426297064533563,0.5130607291749469,0.9631244323342416,0.8492447843064082,0.27840787,0.5315415,Europe
52724,Krist Novoselic,33,Los Angeles,CA,US,USA,33.896667,-118.225,North America,1965,Male,Musician,Music,Arts,5650915,5.14586943,21725.15339,3416965,2233950,171239.8485,20.68804379,United States,"Los Angeles, United States (1965)",20,1,56,0,0.7506318683668763,0.16130407319117246,0.9927338782924612,0.4887594591887882,0.32016763,0.26144534,North America
42172,Walter Mondale,35,Ceylon,MN,US,USA,43.533611,-94.631667,North America,1928,Male,Politician,Government,Institutions,2610366,2.816234291,17235.83753,2098210,512156,74581.88571,21.68541752,United States,"Ceylon, United States (1928)",10,1,66,4,0.8170599554640412,0.22809939701487855,0.986012715712988,0.5338602111898609,0.45086792,0.23822445,North America
89163,William A. Wheeler,27,Malone,NY,US,USA,44.848889,-74.291389,North America,1819,Male,Politician,Government,Institutions,265303,5.797642522,577.9611072,161828,103475,9826.037037,22.25278513,United States,"Malone, United States (1819)",10,1,66,4,0.826126252989583,0.2856849639067716,0.9662125340599454,0.5595162968700513,0.46256113,0.26920587,North America
42198,Charles M. Schulz,29,Minneapolis,MN,US,USA,44.983333,-93.266667,North America,1922,Male,Comic Artist,Design,Arts,2388658,3.892000294,12648.40914,1646546,742112,82367.51724,22.46166126,United States,"Minneapolis, United States (1922)",5,1,20,0,0.8270529843000162,0.23196386232884506,0.9849227974568572,0.5689615732541342,0.41895658,0.44410676,North America
42212,Zhores Ivanovich Alferov,45,Vitebsk,,BY,BLR,55.183333,30.166667,Europe,1930,Male,Physicist,Natural Sciences,Science & Technology,397200,11.365737199999998,3008.137464,182935,214265,8826.666667,22.30620708,Belarus,"Vitebsk, Belarus (1930)",21,1,62,6,0.8973622533370762,0.5814172233766325,0.9863760217983649,0.5619320113067687,0.56815386,0.5074411,Europe
54360,Frank Drake,27,Chicago,IL,US,USA,41.836944,-87.684722,North America,1930,Male,Astronomer,Natural Sciences,Science & Technology,478654,6.914475539,2451.142001,256599,222055,17727.92593,21.72541192,United States,"Chicago, United States (1930)",21,1,7,6,0.8053647185454822,0.2477669633083089,0.9863760217983649,0.5356687383864129,0.9665036,0.49630959999999996,North America
42278,Sepp Blatter,53,Visp,,CH,CHE,46.266667,7.866667,Europe,1936,Male,Businessperson,Business,Business & Law,3246407,6.999212985,41273.86723,1676948,1569459,61252.96226,23.40413289,Switzerland,"Visp, Switzerland (1936)",1,1,13,1,0.8358990897382913,0.518283467697914,0.9874659400544958,0.6115796791598076,0.8709484000000001,0.7778851999999999,Europe
42357,Elizabeth Taylor,90,Hampstead,,GB,GBR,51.583,-0.185,Europe,1932,Female,Actor,Film And Theatre,Arts,30501275,4.915582997,763547.9539,19611496,10889779,338903.0556,24.87636195,United Kingdom,"Hampstead, United Kingdom (1932)",8,0,0,0,0.8725449218155071,0.4954883117703624,0.986739327883742,0.6781531568107901,0.78434175,0.38393536,Europe
42368,Honoré de Balzac,82,Tours,,FR,FRA,47.3936,0.6892,Europe,1799,Male,Writer,Language,Humanities,9787362,12.03413119,32766.90486,1878011,7909351,119358.0732,28.07151802,France,"Tours, France (1799)",14,1,87,3,0.8436671128249327,0.497963268237373,0.962579473206176,0.8226365507315339,0.26836997,0.54462844,Europe
42411,John Wesley,37,London,,GB,GBR,53.5167,-0.8167,Europe,1703,Male,Religious Figure,Religion,Institutions,3551177,3.496447276,10276.3751,2554747,996430,95977.75676,24.38118235,United Kingdom,"London, United Kingdom (1703)",24,1,74,4,0.8858740427505034,0.4936998995074814,0.9451407811080836,0.6557613776172573,0.6220378000000001,0.09051269,Europe
42419,Harald I of Denmark,39,Jelling,,DK,DNK,55.753611,9.415,Europe,910,Male,Politician,Government,Institutions,1371881,9.750445739,7391.755571,464547,907334,35176.4359,25.65965578,Denmark,"Jelling, Denmark (910)",10,1,66,4,0.901293216996676,0.5226669689235327,0.8010899182561307,0.7135733204948691,0.529307,0.7510733,Europe
42518,Rollo of Normandy,30,Scandinavia,,SE,SWE,62.0,15.0,Europe,860,Male,Nobleman,Government,Institutions,1177335,6.316126129,10184.30044,615941,561394,39244.5,24.04156531,Sweden,"Scandinavia, Sweden (860)",10,1,57,4,0.9443499860860024,0.5384787189444136,0.7920072661217075,0.6404040612616537,0.26727626,0.1282202,Europe
42558,Nikita Khrushchev,86,Kalinovka,,RU,RUS,51.9,34.5,Europe,1894,Male,Politician,Government,Institutions,11342575,9.145710613,39782.04484,5701627,5640948,131890.407,27.03684069,Russia,"Kalinovka, Russia (1894)",10,1,66,4,0.8747300236081295,0.5936853662867907,0.9798365122615804,0.7758489481931534,0.3810833,0.64025795,Europe
42580,Leopoldo Galtieri,34,Buenos Aires,,AR,ARG,-34.610556,-58.5625,South America,1926,Male,Politician,Government,Institutions,1036548,6.864223111,7824.076515000002,354875,681673,30486.70588,22.7162399,Argentina,"Buenos Aires, Argentina (1926)",10,1,66,4,0.278407086711105,0.33021518073294576,0.9856494096276112,0.5804734947756789,0.40010554,0.17950818,South America
42583,Sigismund I the Old,34,Kozienice,,PL,POL,51.583333,21.566667,Europe,1467,Male,Politician,Government,Institutions,1293399,4.639036041000001,4683.073922,155332,1138067,38041.14706,24.89649554,Poland,"Kozienice, Poland (1467)",10,1,66,4,0.8725472172063491,0.5570696763435842,0.9022706630336056,0.6790635878981233,0.49304682,0.7187279000000001,Europe
42584,Władysław III of Poland,34,Kraków,,PL,POL,50.061389,19.938333,Europe,1424,Male,Politician,Government,Institutions,869260,5.470506565,3605.506386,138303,730957,25566.47059,24.5374175,Poland,"Kraków, Poland (1424)",10,1,66,4,0.8620563573871982,0.5524596834772455,0.8944595821980017,0.6628262546458517,0.49488577,0.7195581,Europe
42586,Jogaila,44,Vilnius,,LT,LTU,54.683333,25.283333,Europe,1362,Male,Politician,Government,Institutions,2262816,5.478973965,8427.260753,298684,1964132,51427.63636,25.96515276,Lithuania,"Vilnius, Lithuania (1362)",10,1,66,4,0.8939157205411419,0.5675919670692972,0.8831970935513169,0.7273877444340844,0.48812556,0.728747,Europe
42620,Grace Kelly,65,Philadelphia,PA,US,USA,39.95,-75.166667,North America,1929,Female,Actor,Film And Theatre,Arts,17860537,6.036903721,113940.5005,9936241,7924296,274777.4923,25.83188769,United States,"Philadelphia, United States (1929)",8,0,0,0,0.7923578897852992,0.2832069555030515,0.9861943687556768,0.7213615631825734,0.58934855,0.36192194,North America
163169,Eazy-E,31,Los Angeles,CA,US,USA,33.896667,-118.225,North America,1963,Male,Singer,Music,Arts,12478406,3.924255411,54735.55607000001,8662503,3815903,402529.2258,21.07321224,United States,"Los Angeles, United States (1963)",20,1,76,0,0.7506318683668763,0.16130407319117246,0.9923705722070844,0.5061765880137951,0.41330618,0.3044303,North America
42635,Charles Manson,43,Cincinnati,OH,US,USA,39.1,-84.516667,North America,1934,Male,Extremist,Outlaws,Public Figure,38188189,4.8397319880000005,170814.2462,23609000,14579189,888097.4186,26.11809425,United States,"Cincinnati, United States (1934)",22,1,34,5,0.7864987840322109,0.25673607587991176,0.9871026339691188,0.7343036837692467,0.3737959,0.45244032,North America
42636,Hubert Humphrey,34,Wallace,SD,US,USA,45.085,-97.478889,North America,1911,Male,Politician,Government,Institutions,2245535,2.622491976,7367.46935,1851132,394403,66045.14706,22.15478539,United States,"Wallace, United States (1911)",10,1,66,4,0.8277537815995447,0.22003859799644493,0.9829246139872844,0.5550847965838852,0.4511437,0.23713878,North America
42649,Max Ernst,52,Brühl,,DE,DEU,49.4,8.533333,Europe,1891,Male,Painter,Fine Arts,Arts,4863991,8.012864453999999,16114.62501,1965009,2898982,93538.28846,25.8107521,Germany,"Brühl, Germany (1891)",9,1,58,0,0.8574973596284579,0.5201708725572551,0.9792915531335148,0.7204058221455741,0.5720389,0.9195926,Europe
42650,Marcel Duchamp,50,Blainville-Crevon,,FR,FRA,49.5042,1.3019,Europe,1887,Male,Artist,Fine Arts,Arts,8625581,8.599208385,27507.2991,3404805,5220776,172511.62,26.49185982,France,"Blainville-Crevon, France (1887)",9,1,5,0,0.8582156170631305,0.4996978894079717,0.978564940962761,0.7512051799407065,0.05904913,0.62016344,Europe
42691,André Malraux,44,Paris,,FR,FRA,48.8567,2.3508,Europe,1901,Male,Writer,Language,Humanities,2656281,5.654675796,40529.88951,472438,2183843,60370.02273,23.42292307,France,"Paris, France (1901)",14,1,87,3,0.8537523570923955,0.5026674408129675,0.9811080835603996,0.6124293619043446,0.2820881,0.5525618,Europe
42716,Nelly Furtado,62,Victoria,,CA,CAN,48.422151,-123.3657,North America,1978,Female,Singer,Music,Arts,13472396,6.704630183,48863.07212,6891115,6581281,217296.7097,20.63702429,Canada,"Victoria, Canada (1978)",20,0,76,0,0.8507569823325147,0.1467501853966618,0.9950953678474114,0.4864523823654206,0.58497584,0.43068242,North America
42751,J. Michael Straczynski,28,Paterson,NJ,US,USA,40.914746,-74.162826,North America,1954,Male,Writer,Language,Humanities,1297501,2.387123607,3844.743474,1083126,214375,46339.32143,19.39249107,United States,"Paterson, United States (1954)",14,1,87,3,0.7990079472427922,0.2860489399171449,0.9907356948228884,0.43017519917520747,0.32859433,0.38302359999999996,North America
42758,Murasaki Shikibu,61,Kyoto,,JP,JPN,35.011667,135.768333,Asia,973,Female,Writer,Language,Humanities,2143931,5.419216755,7018.258459999999,528833,1615098,35146.40984,26.55213037,Japan,"Kyoto, Japan (973)",14,0,87,3,0.7583176365018098,0.8803871686909661,0.8125340599455041,0.7539305847180293,0.7870761,0.48475975,Asia
42798,Sophie Marceau,51,Paris,,FR,FRA,48.8567,2.3508,Europe,1966,Female,Actor,Film And Theatre,Arts,10816173,7.349688757999999,58406.79487000001,3699839,7116334,212081.8235,22.14066644,France,"Paris, France (1966)",8,0,0,0,0.8537523570923955,0.5026674408129675,0.99291553133515,0.5544463445740597,0.7701857,0.3712382,Europe
42874,Elia Kazan,45,Istanbul,,TR,TUR,41.01224000000001,28.976018,Asia,1909,Male,Film Director,Film And Theatre,Arts,3106602,6.595684788,10645.9942,1733786,1372816,69035.6,24.57510762,Turkey,"Istanbul, Turkey (1909)",8,1,36,0,0.7996799797796058,0.5780463649432195,0.9825613079019072,0.6645305834284141,0.65352464,0.84568727,Asia
42880,John Flamsteed,33,Denby,,GB,GBR,53.01974000000001,-1.42531,Europe,1646,Male,Astronomer,Natural Sciences,Science & Technology,297142,10.19283808,874.6913419,129779,167363,9004.30303,23.65735962,United Kingdom,"Denby, United Kingdom (1646)",21,1,7,6,0.8824484648739684,0.491976857577274,0.934786557674841,0.6230304679727159,0.9890051,0.50041926,Europe
42897,Alexander Dubček,47,Uhrovec,,SK,SVK,48.75,18.333333,Europe,1921,Male,Politician,Government,Institutions,1473196,13.62586993,6021.805953,470377,1002819,31344.59574,24.7653605,Slovakia,"Uhrovec, Slovakia (1921)",10,1,66,4,0.8530168669937432,0.5479157517344498,0.9847411444141688,0.6731337255608721,0.4127605,0.6604295,Europe
42909,Jacobus Henricus van 't Hoff,55,Rotterdam,,NL,NLD,51.916667,4.5,Europe,1852,Male,Chemist,Natural Sciences,Science & Technology,650723,16.76712893,3843.244923,186722,464001,11831.32727,24.39495486,Netherlands,"Rotterdam, Netherlands (1852)",21,1,16,6,0.8748449103323491,0.5087520626831336,0.9722070844686648,0.6563841637798147,0.5846645,0.5750188,Europe
42927,John of Damascus,45,Damascus,,SY,SYR,33.513000000000005,36.292,Asia,676,Male,Philosopher,Philosophy,Humanities,963837,12.55721521,4196.722595,348125,615712,21418.6,26.01983657,Syria,"Damascus, Syria (676)",23,1,59,3,0.7479872265704409,0.5987587156220492,0.7585831062670301,0.7298605195625048,0.15617925,0.68781424,Asia
168263,Coolio,26,Los Angeles,CA,US,USA,33.896667,-118.225,North America,1963,Male,Singer,Music,Arts,5702896,3.846958028,37806.09566,3919035,1783861,219342.1538,19.70404809,United States,"Los Angeles, United States (1963)",20,1,76,0,0.7506318683668763,0.16130407319117246,0.9923705722070844,0.4442636551577139,0.41330618,0.3044303,North America
43055,Buster Keaton,55,Piqua,KS,US,USA,37.922778,-95.535278,North America,1895,Male,Actor,Film And Theatre,Arts,5669562,6.667938524,19295.916080000006,2917755,2751807,103082.9455,25.58004135,United States,"Piqua, United States (1895)",8,1,0,0,0.7783841155700202,0.22554117476812516,0.9800181653042688,0.7099731949299648,0.49112436,0.3539509,North America
43069,O. Henry,47,Greensboro,NC,US,USA,36.08,-79.81944399999998,North America,1862,Male,Writer,Language,Humanities,3433314,5.531879812000001,14293.79384,2005520,1427794,73049.23404,24.5563085,United States,"Greensboro, United States (1862)",14,1,87,3,0.7656817259447677,0.2700344314516812,0.9740236148955494,0.663680496421452,0.32287140000000003,0.39789313,North America
43084,Sharon Stone,54,Meadville,PA,US,USA,41.65,-80.15,North America,1958,Female,Actor,Film And Theatre,Arts,15118165,6.661676445,71923.87906,7993788,7124377,279966.0185,23.48358861,United States,"Meadville, United States (1958)",8,0,0,0,0.8040761012914759,0.26909859101481404,0.991462306993642,0.6151726279361773,0.6059770999999999,0.3066647,North America
924586,Tayshaun Prince,29,Los Angeles,CA,US,USA,33.896667,-118.225,North America,1980,Male,Basketball Player,Team Sports,Sports,1205191,2.904280054,10486.59846,941680,263511,41558.31034,14.61944364,United States,"Los Angeles, United States (1980)",26,1,10,7,0.7506318683668763,0.16130407319117246,0.9954586739327884,0.21434033010382494,0.33622420000000003,0.20160039999999999,North America
43115,Ava Gardner,52,Smithfield,NC,US,USA,35.509167,-78.346389,North America,1922,Female,Actor,Film And Theatre,Arts,7825820,4.722237563999999,29908.79695,4924706,2901114,150496.5385,24.92839418,United States,"Smithfield, United States (1922)",8,0,0,0,0.7617469366337645,0.2742048123696773,0.9849227974568572,0.6805060287891738,0.6331626,0.32847106,North America
43149,Ralph Ellison,26,Oklahoma City,OK,US,USA,35.482222,-97.535,North America,1913,Male,Writer,Language,Humanities,1105775,2.256756302,3356.756658,941206,164569,42529.80769,20.92569874,United States,"Oklahoma City, United States (1913)",14,1,87,3,0.7615612029813916,0.2198797415764948,0.9832879200726612,0.4995060997302204,0.32580847,0.4109254,North America
43154,Alice Walker,35,Eatonton,GA,US,USA,33.326389,-83.387778,North America,1944,Female,Writer,Language,Humanities,3114481,2.507390632,10225.68819,2556962,557519,88985.17143,22.05949631,United States,"Eatonton, United States (1944)",14,0,87,3,0.7467009047072767,0.259932084952306,0.9889191643960036,0.5507758710164448,0.79187405,0.5117136,North America
43165,Toni Morrison,65,Lorain,OH,US,USA,41.448333,-82.16888900000002,North America,1931,Female,Writer,Language,Humanities,4132102,4.272245623,14087.2756,2988602,1143500,63570.8,24.15951061,United States,"Lorain, United States (1931)",14,0,87,3,0.8026859974327605,0.2633828939355113,0.9865576748410536,0.6457374900105664,0.7916163,0.5132272,North America
43223,Alex Ferguson,66,Govan,,GB,GBR,55.8615,-4.3083,Europe,1941,Male,Coach,Team Sports,Sports,13949659,6.968968865,184465.3147,7963889,5985770,211358.4697,24.87006283,United Kingdom,"Govan, United Kingdom (1941)",26,1,18,7,0.902036902950317,0.4838147954120637,0.9883742052679382,0.6778683136868942,0.49941959999999996,0.9974402,Europe
43248,Pope Soter,58,Fondi,,IT,ITA,41.35,13.416667000000002,Europe,120,Male,Religious Figure,Religion,Institutions,429904,15.41556551,3433.519795,141997,287907,7412.137931,25.36275279,Italy,"Fondi, Italy (120)",24,1,74,4,0.8020081816139153,0.5339961288645906,0.6575840145322434,0.7001475125779442,0.7217143,0.18425158,Europe
43271,William IV of the United Kingdom,58,London,,GB,GBR,51.50100000000001,-0.1416,Europe,1765,Male,Politician,Government,Institutions,4766722,3.3375996110000004,24900.73903,3576927,1189795,82184.86207,24.20993515,United Kingdom,"London, United Kingdom (1765)",10,1,66,4,0.8719796904369739,0.4956111819495757,0.9564032697547684,0.6480176630338803,0.49729067,0.6596696,Europe
219632,James Connolly,29,Boston,MA,US,USA,42.336111,-71.045833,North America,1868,Male,Writer,Language,Humanities,54523,9.744000232000001,713.9067397999999,21957,32566,1880.103448,19.68388564,United States,"Boston, United States (1868)",14,1,87,3,0.8088055094177784,0.29487349034379395,0.9751135331516804,0.4433519190353036,0.32454276,0.37415057,North America
43311,Johannes Vermeer,74,Delft,,NL,NLD,52.016667,4.366667,Europe,1632,Male,Painter,Fine Arts,Arts,9648252,11.08563596,34735.28657,2774182,6874070,130381.7838,28.08991566,Netherlands,"Delft, Netherlands (1632)",9,1,58,0,0.8755342168915359,0.5083745822774873,0.9322434150772024,0.8234684830093622,0.5702267,0.94339395,Europe
424778,Chris Jericho,34,Long Island,NY,US,USA,38.0,-97.0,North America,1970,Male,Wrestler,Individual Sports,Sports,14424551,3.3511005760000003,69582.66692,10297535,4127016,424251.5,19.8822094,United States,"Long Island, United States (1970)",12,1,86,7,0.7789164118811553,0.22139438549076,0.9936421435059036,0.4523200224118384,0.22921011,0.9061469000000001,North America
43337,Katharine Hepburn,64,Hartford,CT,US,USA,41.762736,-72.674286,North America,1907,Female,Actor,Film And Theatre,Arts,13517411,4.96211499,50822.12194,8590116,4927295,211209.5469,25.84171207,United States,"Hartford, United States (1907)",8,0,0,0,0.8048531979340408,0.2902631605753511,0.9821980018165304,0.7218058168385669,0.5817249,0.35592946,North America
8176,Dave Brubeck,41,San Francisco-Bay Area,CA,US,USA,37.978056,-122.031111,North America,1920,Male,Musician,Music,Arts,3579918,4.330022369,84550.55808999999,2348208,1231710,87315.07317,21.94171757,United States,"San Francisco-Bay Area, United States (1920)",20,1,56,0,0.7787651504498074,0.15052855382076513,0.9845594913714804,0.5454499740292256,0.32423827,0.26190573,North America
